City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,ostersund,63.1792,14.6357,3.25,64,0,1.54,SE,1728625076
288,rouissat,31.9243,5.3502,34.04,26,0,5.14,DZ,1728625148
289,altay,47.8667,88.1167,11.25,36,99,3.16,CN,1728692526
290,tabou,4.423,-7.3528,27.34,73,50,3.96,CI,1728627287
291,cabedelo,-6.9811,-34.8339,30.37,58,100,7.36,BR,1728633532
292,gao,16.6362,1.637,39.11,11,71,2.88,ML,1728625505
293,zaragoza,41.6561,-0.8773,22.25,42,0,4.63,ES,1728627075
294,pandan,14.0453,124.1694,26.67,89,98,2.18,PH,1728682420
295,keminmaa,65.8596,24.8228,5.87,81,100,4.12,FI,1728623028
296,emerald,-23.5333,148.1667,17.97,80,3,5.36,AU,1728675422
297,shanwei,22.782,115.3475,24.21,74,35,6.55,CN,1728684832
298,brooks,50.5834,-111.8851,6.69,75,22,1.03,CA,1728654269
299,pangody,65.85,74.4859,-3.2,90,88,3.33,RU,1728611081
300,llanes,43.4198,-4.7549,18.53,80,99,2.22,ES,1728628097
301,talcahuano,-36.7167,-73.1167,13.82,88,75,5.14,CL,1728641574
302,preobrazheniye,42.9019,133.9064,12.24,92,0,2.11,RU,1728681234
303,bathsheba,13.2167,-59.5167,32.34,66,40,6.69,BB,1728640075
304,port moresby,-9.4431,147.1797,25.68,89,100,1.54,PG,1728676156
305,saipan,15.1355,145.701,27.39,83,0,2.57,MP,1728677287
306,weining,26.85,104.2333,10.5,99,100,1.06,CN,1728687648
307,chebba,35.2372,11.115,23.99,65,78,5.39,TN,1728623899
308,brisas de zicatela,15.8369,-97.0419,30.29,54,20,3.09,MX,1728649165
309,nanma,36.1817,118.1583,15.33,38,84,1.18,CN,1728684686
310,yangjiang,21.85,111.9667,23.47,84,12,2.78,CN,1728685611
311,alice springs,-23.7,133.8833,22.75,23,100,3.6,AU,1728678842
312,broken hill,-31.95,141.4333,14.92,38,100,6.71,AU,1728676682
313,tucumcari,35.1717,-103.725,20.91,30,0,3.6,US,1728651474
314,serdar,38.9764,56.2757,19.61,36,98,2.48,TM,1728613219
315,polyarnyy,69.1989,33.4478,7.25,83,100,11.25,RU,1728621594
316,valle de la pascua,9.2155,-66.0073,32.89,51,79,3.06,VE,1728641509
317,hamilton,39.1834,-84.5333,20.97,52,0,3.09,US,1728647046
318,taltal,-25.4,-70.4833,19.71,62,9,3.01,CL,1728641448
319,tulun,54.5611,100.5792,-3.68,70,85,1.92,RU,1728690029
320,ngaoundere,7.3167,13.5833,22.33,86,98,1.23,CM,1728622350
321,deniliquin,-35.5333,144.9667,8.7,78,0,5.73,AU,1728675662
322,usinsk,65.9939,57.5281,-4.27,82,100,6.03,RU,1728615184
323,usogorsk,63.4106,48.6872,0.78,48,100,5.84,RU,1728616919
324,brokopondo,4.75,-55.1667,30.23,63,100,1.08,SR,1728638771
325,amga,60.8953,131.9608,0.67,100,100,1.62,RU,1728683132
326,nova vicosa,-17.8919,-39.3719,28.26,62,82,5.27,BR,1728634263
327,ad dawadimi,24.5077,44.3924,30.64,13,3,4.14,SA,1728615501
328,dokkum,53.3222,5.997,12.21,65,7,4.63,NL,1728626146
329,palmer,42.1584,-72.3287,17.9,41,20,4.63,US,1728644262
330,morrope,-6.5417,-80.0111,23.39,64,85,4.92,PE,1728644385
331,shimanovsk,52.0,127.7,2.22,80,34,3.32,RU,1728683305
332,iskateley,67.6803,53.1512,-0.56,58,100,11.43,RU,1728616539
333,nova sintra,14.8667,-24.7167,28.17,78,98,5.62,CV,1728631774
334,pikeville,37.4793,-82.5188,17.09,68,0,1.34,US,1728646483
335,barra do bugres,-15.0725,-57.1811,39.31,24,94,3.41,BR,1728638632
336,pont rouge,48.8833,-72.0825,10.11,68,92,5.08,CA,1728644591
337,yuzhno-kurilsk,44.0306,145.8556,10.59,69,96,7.97,RU,1728678426
338,karratha,-20.7377,116.8463,26.32,66,15,4.75,AU,1728683041
339,redkino,56.6475,36.2967,13.29,71,71,5.22,RU,1728619143
340,lompoc,34.6391,-120.4579,13.4,100,100,2.06,US,1728655469
341,port douglas,-16.4833,145.4667,24.32,75,83,5.61,AU,1728676330
342,devils lake,48.1128,-98.8651,11.08,70,0,3.09,US,1728650976
343,guacara,10.2261,-67.877,30.92,48,54,2.57,VE,1728641989
344,mangrol,21.1167,70.1167,25.51,77,100,5.74,IN,1728609212
345,norilsk,69.3535,88.2027,-11.82,95,78,1.47,RU,1728608451
346,mil'kovo,55.6078,37.7956,12.97,64,6,5.31,RU,1728618691
347,vadso,70.0744,29.7487,8.09,87,75,6.69,NO,1728622687
348,gadzhiyevo,69.2551,33.3362,7.71,82,100,11.79,RU,1728621633
349,siavonga,-16.5382,28.7088,28.55,32,4,0.69,ZM,1728617979
350,tonghae,37.5439,129.1069,15.07,75,0,2.9,KR,1728682119
351,timimoun,29.2639,0.231,36.21,11,0,2.06,DZ,1728626275
352,xichang,27.8964,102.2634,15.15,90,100,1.41,CN,1728688160
353,ginir,7.1333,40.7,15.41,85,78,3.22,ET,1728615836
354,osmancik,40.9782,34.8047,21.96,44,5,2.24,TR,1728618471
355,roma,43.2128,-75.4557,14.27,76,75,2.68,US,1728645068
356,tokar,18.4254,37.729,31.07,63,6,4.19,SD,1728616899
357,hastings,50.8552,0.5729,12.86,23,10,1.98,GB,1728627268
358,rock springs,41.5875,-109.2029,14.69,24,0,1.54,US,1728653089
359,palompon,11.0508,124.3843,26.37,86,97,2.43,PH,1728682273
360,walvis bay,-22.9575,14.5053,20.53,64,0,6.69,NA,1728621158
361,colonia,50.9333,6.95,14.42,73,0,1.54,DE,1728625741
362,tamandare,-8.7597,-35.1047,27.86,59,100,5.78,BR,1728633541
363,hotan,37.0997,79.9269,18.47,29,0,2.21,CN,1728693909
364,port lincoln,-34.7333,135.8667,12.99,77,100,7.36,AU,1728677884
365,kolwezi,-10.7148,25.4667,25.87,16,34,2.33,CD,1728618947
366,happy valley-goose bay,53.3168,-60.3315,7.17,100,100,3.09,CA,1728642084
367,ancud,-41.8697,-73.8203,9.08,81,100,6.09,CL,1728641458
368,quezon,7.7303,125.0989,21.94,97,82,1.23,PH,1728681996
369,rawlins,41.7911,-107.2387,13.53,30,20,3.09,US,1728652628
370,fayroz koh,34.5195,65.2509,12.68,28,0,1.56,AF,1728610869
371,urangan,-25.3,152.9,20.19,73,0,2.99,AU,1728674217
372,bitlis,38.5,42.25,14.53,31,100,3.02,TR,1728616566
373,tchibanga,-2.85,11.0333,25.37,89,78,2.88,GA,1728622655
374,tura,25.5198,90.2201,22.37,89,0,1.54,IN,1728604534
375,luau,-10.7073,22.2247,31.22,11,3,2.9,AO,1728619725
376,andalgala,-27.5819,-66.3165,24.64,34,0,3.34,AR,1728640361
377,cannonvale,-20.2833,148.7,22.66,72,39,7.81,AU,1728675417
378,kosong,38.3788,128.4676,15.31,74,0,3.59,KR,1728682311
379,kachug,53.9606,105.8817,-4.2,88,44,0.6,RU,1728688704
380,leava,-14.3,-178.1667,26.78,83,63,4.37,WF,1728754043
381,la manga del mar menor,37.6413,-0.7165,23.48,70,0,3.09,ES,1728626845
382,badr hunayn,23.7829,38.7905,30.24,47,3,1.73,SA,1728616821
383,lewiston orchards,46.3804,-116.9754,12.71,63,0,0.0,US,1728655220
384,ardakan,32.31,54.0175,27.52,13,1,1.5,IR,1728613478
385,san blas,21.5167,-105.2667,29.09,77,5,0.96,MX,1728651327
386,chaplygin,53.2432,39.9629,11.88,67,4,5.14,RU,1728617977
387,puerto maldonado,-12.6,-69.1833,32.22,55,75,4.12,PE,1728641593
388,krupki,54.3178,29.1358,13.23,98,100,2.18,BY,1728620664
389,abu jibeha,11.4562,31.2285,27.29,59,99,2.06,SD,1728618241
390,rabo de peixe,37.8,-25.5833,20.73,99,20,8.23,PT,1728632824
391,santo antonio,-6.3106,-35.4789,33.45,34,100,8.68,BR,1728633708
392,onega,63.9061,38.1404,7.35,88,100,7.81,RU,1728619525
393,tamanrasset,22.785,5.5228,30.95,18,40,6.69,DZ,1728624774
394,vila franca do campo,37.7167,-25.4333,21.23,99,92,7.68,PT,1728632785
395,eyl,7.9803,49.8164,29.01,52,55,7.71,SO,1728613674
396,camayenne,9.535,-13.6878,29.05,79,75,6.17,GN,1728628962
397,bongouanou,6.6486,-4.1992,26.55,91,42,1.42,CI,1728626597
398,al kharj,24.155,47.3346,33.32,16,0,4.45,SA,1728614783
399,mossel bay,-34.1831,22.146,18.96,73,59,3.56,ZA,1728618857
400,eregli,37.5133,34.0467,21.86,36,1,2.88,TR,1728618491
401,angaur state,6.906,134.13,29.18,69,6,2.21,PW,1728679803
402,mana,5.6592,-53.7767,28.32,80,100,3.11,GF,1728638465
403,homer,59.6425,-151.5483,5.94,77,100,6.17,US,1728664597
404,constantia,44.1833,28.65,20.39,83,84,5.21,RO,1728620114
405,frolovo,49.7713,43.6622,10.63,60,22,3.97,RU,1728616841
406,argostolion,38.1811,20.489,25.04,83,20,0.0,GR,1728621777
407,mitu,1.1983,-70.1733,31.43,56,100,1.16,CO,1728642264
408,lospalos,-8.5186,127.0025,21.36,96,76,2.0,TL,1728681027
409,korla,41.7597,86.1469,17.86,35,0,3.08,CN,1728692645
410,siran,40.1894,39.1267,16.86,47,100,0.95,TR,1728617395
411,lebu,-37.6167,-73.65,12.85,78,100,4.55,CL,1728641656
412,belford roxo,-22.7642,-43.3994,28.99,58,75,3.6,BR,1728635053
413,asipovichy,53.2933,28.6422,13.52,98,100,1.89,BY,1728620702
414,prince rupert,54.3161,-130.3201,7.83,81,98,7.72,CA,1728658984
415,villa gesell,-37.2639,-56.973,22.3,55,1,4.88,AR,1728637675
416,nago,26.5881,127.9761,23.62,79,0,2.39,JP,1728681938
417,baoying,33.2292,119.3092,18.03,75,99,3.04,CN,1728684281
418,praia da vitoria,38.7333,-27.0667,20.14,68,40,9.49,PT,1728633223
419,verkhotur'ye,58.8627,60.8054,-3.43,75,7,3.15,RU,1728613466
420,vila real de santo antonio,37.195,-7.4177,20.75,91,100,5.52,PT,1728628435
421,mar del plata,-38.0023,-57.5575,21.64,66,6,1.79,AR,1728637777
422,awjilah,29.1081,21.2869,35.21,14,0,4.56,LY,1728621214
423,mogadishu,2.0371,45.3438,25.83,87,23,8.62,SO,1728614569
424,bengkulu,-3.8004,102.2655,25.41,92,95,2.4,ID,1728600736
425,falesti,47.5736,27.7092,18.26,72,92,8.72,MD,1728620534
426,strezhevoy,60.7333,77.5889,-2.67,75,100,4.24,RU,1728609634
427,hillsborough,37.5741,-122.3794,15.59,88,40,0.89,US,1728656060
428,vorgashor,67.5833,63.95,-8.36,95,55,3.14,RU,1728613922
429,gangi,37.7957,14.2044,21.02,71,94,4.0,IT,1728623269
430,cold lake,54.4502,-110.2017,0.97,93,100,1.54,CA,1728654160
431,port macquarie,-31.4333,152.9167,14.48,98,25,1.34,AU,1728673952
432,bechar,31.6167,-2.2167,32.18,19,0,0.0,DZ,1728626953
433,victoria,22.2855,114.1577,27.36,75,92,3.58,HK,1728685100
434,kralendijk,12.15,-68.2667,31.99,66,20,7.72,BQ,1728642142
435,alaghsas,17.0187,8.0168,38.94,8,0,3.6,NE,1728623986
436,gnesta,59.0475,17.3119,5.96,82,65,2.58,SE,1728623940
437,jinchang,38.4953,102.1739,14.43,43,100,1.56,CN,1728688632
438,akureyri,65.6835,-18.0878,-3.04,74,20,2.06,IS,1728633321
439,aleksandrov,56.4,38.71,9.34,82,13,4.98,RU,1728618541
440,port alberni,49.2413,-124.8028,9.41,72,100,1.24,CA,1728657281
441,chahal guatemala,15.75,-89.5667,26.71,62,89,1.96,GT,1728647368
442,chibougamau,49.9168,-74.3659,9.79,81,40,2.57,CA,1728645208
443,san rafael del yuma,18.4299,-68.6739,32.11,52,7,4.11,DO,1728642440
444,kone,-21.0595,164.8658,20.66,80,53,1.49,NC,1728671511
445,macapa,0.0389,-51.0664,33.99,62,40,7.2,BR,1728637644
446,ola,59.5833,151.2833,0.69,77,100,3.08,RU,1728678334
447,irymple,-34.25,142.1667,11.16,67,49,5.01,AU,1728676397
448,barranca,-10.75,-77.7667,19.11,74,75,3.9,PE,1728643713
449,huarmey,-10.0681,-78.1522,20.25,76,66,3.82,PE,1728643827
450,nurabad,34.0734,47.9725,16.42,18,0,2.1,IR,1728615000
451,ephraim,39.3597,-111.5863,19.34,32,41,3.23,US,1728653552
452,puerto ayacucho,5.6639,-67.6236,32.48,59,85,1.41,VE,1728641788
453,rio grande,-32.035,-52.0986,19.93,91,100,3.68,BR,1728636759
454,hammerfest,70.6634,23.6821,5.25,87,75,5.14,NO,1728624295
455,bikenibeu village,1.3673,173.1241,26.98,78,20,4.12,KI,1728670273
456,juneau,58.3019,-134.4197,6.0,95,100,4.63,US,1728660337
457,zaozersk,69.4005,32.4476,6.55,90,100,11.86,RU,1728621880
458,ar rass,25.8694,43.4973,30.24,14,3,3.73,SA,1728615764
459,houghton,47.1219,-88.569,20.41,69,0,12.35,US,1728648441
460,nagqu,31.5,92.0,3.51,37,100,0.74,CN,1728690767
461,neiafu,-18.65,-173.9833,24.38,94,75,6.17,TO,1728752880
462,wainwright,52.839,-110.8572,7.12,46,100,3.98,CA,1728654188
463,araguaina,-7.1911,-48.2072,32.77,37,71,3.83,BR,1728636734
464,tazacorte,28.629,-17.9293,24.54,90,40,3.58,ES,1728630612
465,marshall,34.3834,-86.3333,22.99,48,0,3.6,US,1728647264
466,ji'an,27.1172,114.9793,20.25,53,30,1.39,CN,1728685078
467,coquimbo,-29.9533,-71.3436,18.85,68,20,6.17,CL,1728641466
468,lagkadas,40.75,23.0667,24.3,68,71,0.66,GR,1728621279
469,kon tum,14.35,108.0,20.18,96,70,0.99,VN,1728599903
470,abepura,-2.6333,140.5833,25.45,89,20,1.03,ID,1728677957
471,catriel,-37.8791,-67.7956,22.26,23,28,8.11,AR,1728640238
472,freetown,8.484,-13.2299,23.84,88,75,6.17,SL,1728628820
473,suntar,62.1444,117.6319,-9.11,96,44,0.63,RU,1728686736
474,wynyard,-41.0,145.7167,7.45,74,72,3.62,AU,1728675183
475,argo,37.6333,22.7333,27.69,43,20,1.49,GR,1728621213
476,vorkuta,67.5,64.0,-8.31,96,51,2.83,RU,1728613894
477,papao,-17.75,-149.55,23.82,81,100,6.91,PF,1728660697
478,kemri,28.8167,79.2167,22.43,60,40,2.17,IN,1728607294
479,newman,37.3138,-121.0208,18.92,58,2,1.34,US,1728655722
480,kismayo,-0.3582,42.5454,25.24,86,11,7.14,SO,1728615169
481,ajdabiya,30.7554,20.2263,29.51,44,2,3.11,LY,1728621531
482,egilsstadir,65.2653,-14.3948,0.95,60,40,7.2,IS,1728632365
483,dubai,25.2582,55.3047,32.96,46,0,3.09,AE,1728612908
484,mahibadhoo,3.7833,72.9667,26.9,79,100,9.24,MV,1728607993
485,princeville,45.7668,-61.2985,10.86,81,100,8.75,CA,1728641809
486,anton lizardo,19.05,-95.9833,29.12,78,50,4.27,MX,1728649016
487,cooma,-36.2333,149.1333,4.48,94,81,2.33,AU,1728674627
488,hailey,43.5196,-114.3153,10.92,40,0,5.14,US,1728654419
489,cartagena,10.3997,-75.5144,30.79,70,75,3.09,CO,1728643827
490,monte santo,-10.4378,-39.3328,34.04,23,79,4.15,BR,1728634502
491,labasa,-16.4167,179.3833,23.48,89,80,1.53,FJ,1728668196
492,selizharovo,56.8519,33.4487,13.26,82,92,5.47,RU,1728619846
493,gadarwara,22.9167,78.7833,25.82,62,79,1.63,IN,1728607191
494,fortuna,40.5982,-124.1573,11.66,100,0,1.54,US,1728656631
495,holualoa,19.6228,-155.9522,22.91,78,0,3.09,US,1728663430
496,puerto san jose,13.9256,-90.8244,27.2,74,98,1.28,GT,1728647612
497,lorengau,-2.0226,147.2712,27.39,79,31,3.42,PG,1728676371
498,balaipungut,1.05,101.2833,25.01,93,100,0.51,ID,1728601116
499,ganye,8.4333,12.0667,27.83,78,19,1.46,NG,1728622747
500,pec,42.6591,20.2883,17.9,79,100,1.89,XK,1728622042
501,kirensk,57.7853,108.1119,-4.93,98,57,1.42,RU,1728688520
502,toliara,-23.35,43.6667,24.39,77,66,3.35,MG,1728614149
503,pisco,-13.7,-76.2167,18.34,82,40,3.6,PE,1728643244
504,itacoatiara,-3.1431,-58.4442,39.95,20,5,2.13,BR,1728639316
505,mandalgovi,45.7625,106.2708,7.56,54,0,2.8,MN,1728688035
506,boa vista,2.8197,-60.6733,33.99,46,40,4.63,BR,1728640033
507,hanceville,34.0607,-86.7675,23.98,43,0,2.15,US,1728647355
508,hobyo,5.3505,48.5268,26.3,80,96,8.61,SO,1728613905
509,vernon,50.2581,-119.2691,6.73,62,100,0.51,CA,1728656020
510,ghat,24.9647,10.1728,37.09,12,22,2.79,LY,1728623733
511,subang jaya,3.0568,101.5855,26.97,89,20,1.54,MY,1728687493
512,lao cai,22.4833,103.95,23.01,87,70,0.82,VN,1728601135
513,tadine,-21.55,167.8833,19.7,68,19,5.47,NC,1728670769
514,uba,-21.12,-42.9428,29.56,54,92,3.91,BR,1728635005
515,nantucket,41.2835,-70.0995,14.06,54,0,7.72,US,1728643682
516,ceres,37.5949,-120.9577,20.62,63,0,1.54,US,1728655720
517,mejit,10.2753,170.8646,27.2,78,100,5.93,MH,1728671093
518,sao vicente,-23.9631,-46.3919,27.77,33,75,2.68,BR,1728635726
519,busan,35.1028,129.0403,14.99,88,0,2.06,KR,1728682024
520,chamical,-30.36,-66.314,25.03,44,0,3.06,AR,1728640243
521,kaa-khem,51.6833,94.7333,8.15,68,100,1.77,RU,1728604701
522,matoury,4.8483,-52.3317,32.98,62,20,6.17,GF,1728638093
523,sechura,-5.5569,-80.8222,23.45,66,89,3.62,PE,1728644611
524,cowra,-33.8333,148.6833,6.72,69,54,1.36,AU,1728674855
525,ta`u,-14.2336,-169.5144,26.64,80,24,8.83,AS,1728665608
526,vlore,40.4667,19.4897,22.83,77,30,2.73,AL,1728622124
527,mokhsogollokh,61.4681,128.9203,-1.43,82,100,3.59,RU,1728683935
528,al ghayzah,16.2079,52.176,26.4,72,64,3.38,YE,1728613360
529,meadow lake,34.8014,-106.5436,22.96,21,0,1.66,US,1728652135
530,moyynkum,44.2914,72.9469,12.94,65,34,1.64,KZ,1728609479
531,trairi,-3.2778,-39.2689,30.33,51,70,8.22,BR,1728634711
532,chardon,41.6142,-81.149,17.72,57,10,2.24,US,1728646352
533,sierakowice,54.3461,17.8925,9.35,64,75,5.22,PL,1728623368
534,isangel,-19.55,169.2667,21.84,74,76,5.44,VU,1728670511
535,manta,-0.95,-80.7333,24.88,78,100,3.09,EC,1728644732
536,kenai,60.5544,-151.2583,6.19,76,0,4.63,US,1728664632
537,kui buri,12.0828,99.8543,26.2,84,68,1.24,TH,1728601789
538,ternate,0.8,127.4,26.99,80,69,1.18,ID,1728681228
539,wuwei,37.9281,102.6414,13.77,48,100,3.43,CN,1728688492
540,pogar,52.554,33.2591,17.97,64,93,3.97,RU,1728619536
541,tanjung selor,2.8372,117.3642,24.05,96,27,0.6,ID,1728683699
542,suphan buri,14.4742,100.1222,25.3,81,87,2.93,TH,1728601798
543,hofors,60.5457,16.2867,4.68,72,15,1.63,SE,1728624350
544,bauru,-22.3147,-49.0606,28.52,65,40,3.6,BR,1728636428
545,sake,-1.5736,29.045,17.62,96,100,0.35,CD,1728618372
546,shar'ya,58.3686,45.5144,2.52,58,100,4.51,RU,1728617092
547,serro,-18.6047,-43.3794,27.76,57,95,2.3,BR,1728635199
548,mount gambier,-37.8333,140.7667,6.37,92,3,1.93,AU,1728676549
549,port augusta,-32.5,137.7667,13.58,58,100,3.47,AU,1728677536
550,morshyn,49.1565,23.8723,11.08,94,100,3.39,UA,1728621555
551,midvagur,62.0511,-7.1939,3.46,70,75,4.12,FO,1728630177
552,kissidougou,9.1848,-10.0999,24.09,91,98,0.94,GN,1728628090
553,dourbali,11.8091,15.8632,35.46,34,88,1.46,TD,1728621939
554,dyurtyuli,55.4911,54.8688,0.31,51,22,4.92,RU,1728614577
555,diamantina,-18.2494,-43.6003,25.44,55,75,3.66,BR,1728635265
556,labytnangi,66.6572,66.4183,-7.57,90,40,1.68,RU,1728613159
557,island harbour,50.724,-1.2758,13.32,70,86,2.24,GB,1728627703
558,tweed heads,-28.1817,153.547,15.1,100,44,2.06,AU,1728673944
559,dalhart,36.0595,-102.5133,28.6,22,0,0.0,US,1728651221
560,ubari,26.5921,12.7805,37.63,11,43,2.05,LY,1728623164
561,acarau,-2.8856,-40.12,31.25,54,37,9.88,BR,1728634928
562,muncar,-8.4333,114.3333,24.36,95,100,0.69,ID,1728597699
563,armacao de buzios,-22.7469,-41.8817,24.09,85,97,10.42,BR,1728634690
564,grand baie,-20.0182,57.5802,23.03,76,100,2.68,MU,1728610933
565,yugorsk,61.3133,63.3319,-3.21,73,2,2.21,RU,1728613129
566,cerritos,33.8583,-118.0648,24.45,93,100,0.0,US,1728654861
567,wulingyuan,29.3494,110.5441,16.25,70,99,1.79,CN,1728686228
568,tatarsk,55.219,75.9828,-1.69,69,100,9.29,RU,1728609480
569,panama city beach,30.1766,-85.8055,24.49,45,0,4.63,US,1728646967
570,naze,28.3667,129.4833,20.51,74,46,2.66,JP,1728681643
571,tanout,14.9709,8.8879,36.64,11,4,5.59,NE,1728623712
572,christchurch,-43.5333,172.6333,5.79,79,41,1.77,NZ,1728668574
573,ciudad guayana,8.3533,-62.6528,35.21,42,76,3.19,VE,1728640677
574,parapat,2.663,98.9349,20.41,95,99,0.77,ID,1728601728
575,noshiro,40.2039,140.0242,12.14,78,0,2.38,JP,1728679625
576,saudarkrokur,65.7461,-19.6394,0.17,67,100,4.87,IS,1728633704
577,praia,14.9215,-23.5087,29.3,70,75,5.66,CV,1728631486
